     ms    dt_ms    fps   upd_ms   netlag    nobj   drw_o   drw_g      drw_t
 1295094  0.13046  06824  0.00845  0.00000  000073  000073  000073  000000520
 1296094  0.14185  07100  0.00859  0.00000  000073  000073  000073  000000520
 1297094  0.11391  07271  0.00573  0.00000  000073  000073  000073  000000520
 1298094  0.13717  06725  0.00573  0.00000  000073  000073  000073  000000520
 1299094  0.12306  07010  0.00517  0.00000  000073  000073  000073  000000520
 1300094  0.13221  06998  0.00622  0.00000  000073  000073  000073  000000520
 1301094  0.15093  06689  0.00894  0.00000  000073  000073  000073  000000520
 1302094  0.11175  06830  0.00559  0.00000  000073  000073  000073  000000520
 1303094  0.12439  07026  0.00768  0.00000  000073  000073  000073  000000520
 1304094  0.12977  07109  0.00489  0.00000  000073  000073  000073  000000520
 1305094  0.13410  06873  0.00517  0.00000  000073  000073  000073  000000520
 1306094  0.13200  06669  0.00754  0.00000  000073  000073  000073  000000520
 1307094  0.13403  07087  0.00482  0.00000  000073  000073  000073  000000520
 1308094  0.12585  07027  0.00573  0.00000  000073  000073  000073  000000520
 1309094  0.17356  07016  0.00719  0.00000  000073  000073  000073  000000520
 1310094  0.14010  06525  0.00852  0.00000  000073  000073  000073  000000520
 1311094  0.17041  06498  0.00705  0.00000  000073  000073  000073  000000520
 1312094  0.11566  07088  0.00629  0.00000  000073  000073  000073  000000520
 1313094  0.11216  07088  0.00475  0.00000  000073  000073  000073  000000520
 1314094  0.13249  07292  0.00761  0.00000  000073  000073  000073  000000520
 1315094  0.15211  06984  0.00726  0.00000  000073  000073  000073  000000520
 1316094  0.12006  07198  0.00622  0.00000  000073  000073  000073  000000520
 1317094  0.11615  07149  0.00573  0.00000  000073  000073  000073  000000520
 1318094  0.10972  06954  0.00482  0.00000  000073  000073  000073  000000520
 1319094  0.13982  07027  0.00384  0.00000  000073  000073  000073  000000520
 1320094  0.13794  06995  0.00663  0.00000  000073  000073  000073  000000520
 1321094  0.13696  07249  0.00754  0.00000  000073  000073  000073  000000520
 1322094  0.12229  06974  0.00629  0.00000  000073  000073  000073  000000520
 1323094  0.16608  06980  0.00705  0.00000  000073  000073  000073  000000520
 1324094  0.20463  06662  0.01159  0.00000  000073  000073  000073  000000520
 1325094  0.14883  06923  0.00671  0.00000  000073  000073  000073  000000520
 1326094  0.11189  07040  0.00566  0.00000  000073  000073  000073  000000520
 1327094  0.12711  07059  0.00622  0.00000  000073  000073  000073  000000520
 1328094  0.12907  06895  0.00517  0.00000  000073  000073  000073  000000520
 1329094  0.13396  06862  0.00573  0.00000  000073  000073  000073  000000520
 1330094  0.14115  07257  0.00873  0.00000  000073  000073  000073  000000520
 1331094  0.13731  06775  0.00761  0.00000  000073  000073  000073  000000520
 1332094  0.21309  07152  0.01090  0.00000  000073  000073  000073  000000520
 1333094  0.12599  06957  0.00656  0.00000  000073  000073  000073  000000520
 1334094  0.13535  06972  0.00573  0.00000  000073  000073  000073  000000520
 1335094  0.40780  06930  0.00866  0.00000  000073  000073  000073  000000520
 1336094  0.42310  06985  0.00873  0.00000  000073  000073  000073  000000520
 1337094  0.44684  06948  0.00566  0.00000  000073  000073  000073  000000520
 1338094  0.13081  07009  0.00580  0.00000  000073  000073  000073  000000520
 1339094  0.15903  07171  0.00573  0.00000  000073  000073  000073  000000520
 1340094  0.17747  07221  0.00622  0.00000  000073  000073  000073  000000518
 1341094  0.12208  07236  0.00677  0.00000  000072  000072  000072  000000514
 1342094  0.14171  07218  0.00531  0.00000  000072  000072  000072  000000514
 1343094  0.16517  06572  0.01285  0.00000  000072  000072  000072  000000514
 1344094  0.15658  06888  0.00775  0.00000  000072  000072  000072  000000514
 1345094  0.17418  06988  0.00817  0.00000  000072  000072  000072  000000514
 1346094  0.13535  07333  0.00524  0.00000  000072  000072  000072  000000514
 1347094  0.12627  06983  0.00587  0.00000  000072  000072  000072  000000514
 1348094  0.14303  07037  0.00615  0.00000  000072  000072  000072  000000514
 1349094  0.17020  07034  0.00999  0.00000  000072  000072  000072  000000514
 1350094  0.13689  07207  0.00566  0.00000  000072  000072  000072  000000514
 1351094  0.14702  06648  0.00859  0.00000  000072  000072  000072  000000514
 1352094  0.14527  06875  0.01048  0.00000  000072  000072  000072  000000514
 1353094  0.11042  06917  0.00538  0.00000  000072  000072  000072  000000514
 1354094  0.13172  06834  0.00754  0.00000  000072  000072  000072  000000514
 1355094  0.11356  07015  0.00559  0.00000  000072  000072  000072  000000514
 1356094  0.13388  06897  0.00517  0.00000  000072  000072  000072  000000514
 1357094  0.12062  06969  0.00433  0.00000  000072  000072  000072  000000514
 1358094  0.12641  06972  0.00517  0.00000  000072  000072  000072  000000514
 1359094  0.21197  06668  0.00705  0.00000  000072  000072  000072  000000514
 1360094  0.12348  06827  0.00573  0.00000  000072  000072  000072  000000514
 1361094  0.12627  07265  0.00566  0.00000  000073  000073  000073  000000532
 1362094  0.12034  07062  0.00559  0.00000  000071  000071  000071  000000508
 1363094  0.16105  06712  0.01145  0.00000  000071  000071  000071  000000508
 1364094  0.16322  06706  0.01090  0.00000  000071  000071  000071  000000508
 1365094  0.12299  06593  0.00678  0.00000  000071  000071  000071  000000508
 1366094  0.11426  06974  0.00615  0.00000  000071  000071  000071  000000508
 1367094  0.13465  07143  0.00678  0.00000  000071  000071  000071  000000508
 1368094  0.11356  07034  0.00524  0.00000  000071  000071  000071  000000508
 1369094  0.12516  07061  0.00517  0.00000  000071  000071  000071  000000508
 1370094  0.15037  06877  0.00663  0.00000  000071  000071  000071  000000508
 1371094  0.13270  07245  0.00524  0.00000  000071  000071  000071  000000508
 1372094  0.15323  06982  0.01083  0.00000  000071  000071  000071  000000508
 1373094  0.15065  06921  0.00524  0.00000  000071  000071  000071  000000508
 1374094  0.14925  06987  0.00719  0.00000  000071  000071  000071  000000508
 1375094  0.12159  07049  0.00433  0.00000  000071  000071  000071  000000508
 1376094  0.14373  06968  0.00796  0.00000  000071  000071  000071  000000508
 1377094  0.12641  06790  0.00796  0.00000  000071  000071  000071  000000508
 1378094  0.14178  07164  0.00573  0.00000  000071  000071  000071  000000508
 1379094  0.12020  06968  0.00440  0.00000  000071  000071  000071  000000508
 1380094  0.12907  06988  0.00517  0.00000  000071  000071  000071  000000508
 1381094  0.13717  06902  0.00524  0.00000  000071  000071  000071  000000508
 1382094  0.13123  07294  0.00531  0.00000  000071  000071  000071  000000508
 1383094  0.12152  07265  0.00517  0.00000  000071  000071  000071  000000508
 1384094  0.14185  06704  0.00859  0.00000  000071  000071  000071  000000508
 1385094  0.14276  06826  0.00845  0.00000  000071  000071  000071  000000508
 1386094  0.12935  06704  0.00677  0.00000  000071  000071  000071  000000508
 1387094  0.12697  07060  0.00573  0.00000  000071  000071  000071  000000508
 1388094  0.13675  06835  0.00817  0.00000  000072  000072  000072  000000526
 1389094  0.13647  07139  0.00475  0.00000  000071  000071  000071  000000522
 1390094  0.15547  06917  0.00719  0.00000  000071  000071  000071  000000522
 1391094  0.12565  06806  0.00517  0.00000  000071  000071  000071  000000522
 1392094  0.19269  07018  0.00922  0.00000  000071  000071  000071  000000522
 1393094  0.11845  06946  0.00566  0.00000  000071  000071  000071  000000522
 1394094  0.13340  07019  0.00810  0.00000  000071  000071  000071  000000522
 1395094  0.42009  07047  0.00712  0.00000  000071  000071  000071  000000522
 1396094  0.15728  06730  0.00719  0.00000  000071  000071  000071  000000522
 1397094  0.16350  06809  0.00775  0.00000  000071  000071  000071  000000522
 1398094  0.12921  06692  0.00475  0.00000  000071  000071  000071  000000522
 1399094  0.22461  06967  0.01082  0.00000  000071  000071  000071  000000522
 1400094  0.20114  06757  0.00943  0.00000  000071  000071  000071  000000522
 1401094  0.15044  06660  0.00475  0.00000  000071  000071  000071  000000522
 1402094  0.13696  06628  0.00622  0.00000  000071  000071  000071  000000522
 1403094  0.15358  07003  0.00943  0.00000  000071  000071  000071  000000522
 1404094  0.26582  07024  0.01145  0.00000  000069  000069  000069  000000496
 1405094  0.12089  06992  0.00475  0.00000  000069  000069  000069  000000496
 1406094  0.14429  07079  0.00719  0.00000  000069  000069  000069  000000496
 1407094  0.20484  07279  0.00768  0.00000  000069  000069  000069  000000496
 1408094  0.13249  07030  0.00433  0.00000  000069  000069  000069  000000496
 1409094  0.13249  07137  0.00517  0.00000  000069  000069  000069  000000496
 1410094  0.14799  06781  0.00524  0.00000  000069  000069  000069  000000496
 1411094  0.15714  07149  0.00768  0.00000  000069  000069  000069  000000496
 1412094  0.18752  07086  0.02186  0.00000  000069  000069  000069  000000496
 1413094  0.11685  07112  0.00524  0.00000  000069  000069  000069  000000496
 1414094  0.12983  07094  0.00475  0.00000  000069  000069  000069  000000496
 1415094  0.12027  07199  0.00468  0.00000  000069  000069  000069  000000496
 1416094  0.13724  06945  0.00761  0.00000  000069  000069  000069  000000496
 1417094  0.12544  07055  0.00524  0.00000  000069  000069  000069  000000496
 1418094  0.12879  06983  0.00377  0.00000  000069  000069  000069  000000496
 1419094  0.11943  06914  0.00433  0.00000  000069  000069  000069  000000496
 1420094  0.12327  07197  0.00524  0.00000  000069  000069  000069  000000496
 1421094  0.12062  07045  0.00517  0.00000  000069  000069  000069  000000496
 1422094  0.12446  06770  0.00482  0.00000  000069  000069  000069  000000496
 1423094  0.15819  07175  0.00559  0.00000  000069  000069  000069  000000496
 1424094  0.15631  07136  0.00712  0.00000  000069  000069  000069  000000496
 1425094  0.14199  07080  0.00754  0.00000  000069  000069  000069  000000496
 1426094  0.15114  06911  0.00573  0.00000  000069  000069  000069  000000496
 1427094  0.12732  07010  0.00580  0.00000  000069  000069  000069  000000496
 1428094  0.14387  07033  0.00671  0.00000  000069  000069  000069  000000496
 1429094  0.13347  07186  0.00517  0.00000  000069  000069  000069  000000496
 1430094  0.13018  06625  0.01006  0.00000  000069  000069  000069  000000496
 1431094  0.13954  07149  0.00810  0.00000  000069  000069  000069  000000496
 1432094  0.14164  07321  0.00803  0.00000  000069  000069  000069  000000496
 1433094  0.12970  07115  0.00517  0.00000  000069  000069  000069  000000496
 1434094  0.11663  07233  0.00517  0.00000  000069  000069  000069  000000496
 1435094  0.12753  07137  0.00573  0.00000  000069  000069  000069  000000496
 1436094  0.11978  06972  0.00566  0.00000  000069  000069  000069  000000496
 1437094  0.12446  07178  0.00468  0.00000  000069  000069  000069  000000496
 1438094  0.12537  07092  0.00629  0.00000  000069  000069  000069  000000496
 1439094  0.13961  07030  0.00475  0.00000  000069  000069  000069  000000496
 1440094  0.16957  07191  0.00615  0.00000  000069  000069  000069  000000496
 1441094  0.12208  06740  0.00566  0.00000  000069  000069  000069  000000496
 1442094  0.14192  07259  0.00817  0.00000  000069  000069  000069  000000496
 1443094  0.12278  07196  0.00817  0.00000  000069  000069  000069  000000496
 1444094  0.13137  07177  0.00517  0.00000  000069  000069  000069  000000496
 1445094  0.13465  07040  0.00629  0.00000  000069  000069  000069  000000496
 1446094  0.14108  06902  0.00796  0.00000  000069  000069  000069  000000496
 1447094  0.12823  06984  0.00629  0.00000  000069  000069  000069  000000496
 1448094  0.11594  06864  0.00754  0.00000  000069  000069  000069  000000496
 1449094  0.16441  06697  0.00810  0.00000  000069  000069  000069  000000496
 1450094  0.15211  06811  0.00726  0.00000  000069  000069  000069  000000496
 1451094  0.14373  07121  0.00775  0.00000  000069  000069  000069  000000496
 1452094  0.14660  06943  0.00712  0.00000  000069  000069  000069  000000496
 1453094  0.11538  07101  0.00517  0.00000  000069  000069  000069  000000496
 1454094  0.12257  07306  0.00475  0.00000  000069  000069  000069  000000496
 1455094  0.12781  07196  0.00426  0.00000  000069  000069  000069  000000496
 1456094  0.12830  07073  0.00719  0.00000  000069  000069  000069  000000496
 1457094  0.13535  07093  0.00622  0.00000  000069  000069  000069  000000496
 1458094  0.51641  07226  0.00573  0.00000  000069  000069  000069  000000496
 1459094  0.17034  07116  0.00957  0.00000  000069  000069  000069  000000496
 1460094  0.12907  07066  0.00517  0.00000  000069  000069  000069  000000496
 1461094  0.43839  06911  0.00510  0.00000  000069  000069  000069  000000496
 1462094  0.21881  07287  0.00873  0.00000  000069  000069  000069  000000496
 1463094  0.12977  07041  0.00754  0.00000  000069  000069  000069  000000496
 1464094  0.64680  07022  0.00775  0.00000  000069  000069  000069  000000496
 1465094  0.65225  07088  0.00712  0.00000  000069  000069  000069  000000496
 1466094  0.43078  07147  0.00950  0.00000  000069  000069  000069  000000496
 1467094  0.17928  07168  0.01034  0.00000  000069  000069  000069  000000496
 1468094  0.11999  07254  0.00531  0.00000  000069  000069  000069  000000496
 1469094  0.13123  07093  0.00524  0.00000  000069  000069  000069  000000496
 1470094  0.20610  07126  0.00768  0.00000  000069  000069  000069  000000496
 1471094  0.12020  07037  0.00482  0.00000  000069  000069  000069  000000496
 1472094  0.18229  07314  0.00475  0.00000  000069  000069  000069  000000496
 1473094  0.16015  06759  0.00859  0.00000  000069  000069  000069  000000496
 1474094  0.13766  06985  0.00663  0.00000  000069  000069  000069  000000496
 1475094  0.15637  07063  0.00475  0.00000  000069  000069  000069  000000496
 1476094  0.15603  07186  0.00524  0.00000  000069  000069  000069  000000496
 1477094  0.13570  07108  0.00531  0.00000  000069  000069  000069  000000496
 1478094  0.15589  06948  0.00615  0.00000  000069  000069  000069  000000496
 1479094  0.12250  07197  0.00426  0.00000  000069  000069  000069  000000496
